Pod,Unix Timestamp,Memory Usage
recommendationservice-one,1740681248,86978560
recommendationservice-one,1740681308,87175168
recommendationservice-one,1740681368,87212032
recommendationservice-one,1740681428,87265280
recommendationservice-one,1740681488,87293952
recommendationservice-one,1740681548,87900160
recommendationservice-one,1740681608,87662592
recommendationservice-one,1740681668,87670784
recommendationservice-one,1740681728,87699456
recommendationservice-one,1740681788,88621056
recommendationservice-one,1740681848,89210880
recommendationservice-one,1740681908,88928256
recommendationservice-one,1740681968,88055808
recommendationservice-one,1740682028,88051712
recommendationservice-one,1740682088,87601152
recommendationservice-one,1740682148,87941120
recommendationservice-one,1740682208,87789568
recommendationservice-one,1740682268,87814144
recommendationservice-one,1740682328,87871488
recommendationservice-one,1740682388,87851008
recommendationservice-one,1740682448,87871488
recommendationservice-one,1740682508,87928832
recommendationservice-one,1740682568,88420352
recommendationservice-one,1740682628,88059904
recommendationservice-one,1740682688,87937024
recommendationservice-one,1740682748,89452544
recommendationservice-one,1740682808,87924736
recommendationservice-one,1740682868,87990272
recommendationservice-one,1740682928,88240128
recommendationservice-one,1740682988,87982080
recommendationservice-one,1740683048,87986176
recommendationservice-one,1740683108,87994368
recommendationservice-one,1740683168,88166400
recommendationservice-one,1740683228,87793664
recommendationservice-one,1740683288,87793664
recommendationservice-one,1740683348,87875584
recommendationservice-one,1740683408,87949312
recommendationservice-one,1740683468,88215552
recommendationservice-one,1740683528,87977984
recommendationservice-one,1740683588,87961600
recommendationservice-one,1740683648,88088576
recommendationservice-one,1740683708,88092672
recommendationservice-one,1740683768,88014848
recommendationservice-one,1740683828,88236032
recommendationservice-one,1740683888,88023040
recommendationservice-one,1740683948,88006656
recommendationservice-one,1740684008,88260608
recommendationservice-one,1740684068,88518656
recommendationservice-one,1740684128,88010752
recommendationservice-one,1740684188,87998464
recommendationservice-one,1740684248,88121344
recommendationservice-one,1740684308,88285184
recommendationservice-one,1740684368,88907776
recommendationservice-one,1740684428,88518656
recommendationservice-one,1740684488,90136576
recommendationservice-one,1740684548,88150016
recommendationservice-one,1740684608,88145920
recommendationservice-one,1740684668,88424448
recommendationservice-one,1740684728,88141824
recommendationservice-one,1740684788,88133632
recommendationservice-one,1740684848,88150016
recommendationservice-one,1740684908,88162304
recommendationservice-one,1740684968,88252416
recommendationservice-one,1740685028,88420352
recommendationservice-one,1740685088,88158208
recommendationservice-one,1740685148,88432640
recommendationservice-one,1740685208,88412160
recommendationservice-one,1740685268,88150016
recommendationservice-one,1740685328,88547328
recommendationservice-one,1740685388,88600576
recommendationservice-one,1740685448,88854528
recommendationservice-one,1740685508,89198592
recommendationservice-one,1740685568,88940544
recommendationservice-one,1740685628,89116672
redis-cart-one,1740681008,54722560
redis-cart-one,1740681068,54710272
redis-cart-one,1740681128,54714368
redis-cart-one,1740681188,54980608
redis-cart-one,1740681248,55087104
redis-cart-one,1740681308,54915072
redis-cart-one,1740681368,54910976
redis-cart-one,1740681428,55169024
redis-cart-one,1740681488,54919168
redis-cart-one,1740681548,55189504
redis-cart-one,1740681608,54935552
redis-cart-one,1740681668,54939648
redis-cart-one,1740681728,54751232
redis-cart-one,1740681788,54755328
redis-cart-one,1740681848,55111680
redis-cart-one,1740681908,54919168
redis-cart-one,1740681968,54759424
redis-cart-one,1740682028,55017472
redis-cart-one,1740682088,55566336
redis-cart-one,1740682148,55582720
redis-cart-one,1740682208,55529472
redis-cart-one,1740682268,55283712
redis-cart-one,1740682328,54861824
redis-cart-one,1740682388,54865920
redis-cart-one,1740682448,54865920
redis-cart-one,1740682508,54865920
redis-cart-one,1740682568,54890496
redis-cart-one,1740682628,54882304
redis-cart-one,1740682688,54886400
redis-cart-one,1740682748,54964224
redis-cart-one,1740682808,55001088
redis-cart-one,1740682868,55246848
redis-cart-one,1740682928,55259136
redis-cart-one,1740682988,55005184
redis-cart-one,1740683048,55005184
redis-cart-one,1740683108,55267328
redis-cart-one,1740683168,55267328
redis-cart-one,1740683228,55009280
redis-cart-one,1740683288,55025664
redis-cart-one,1740683348,55017472
redis-cart-one,1740683408,55033856
redis-cart-one,1740683468,55054336
redis-cart-one,1740683528,55050240
redis-cart-one,1740683588,54808576
redis-cart-one,1740683648,55074816
redis-cart-one,1740683708,54812672
redis-cart-one,1740683768,54812672
redis-cart-one,1740683828,55066624
redis-cart-one,1740683888,54812672
redis-cart-one,1740683948,55074816
redis-cart-one,1740684008,54820864
redis-cart-one,1740684068,54812672
redis-cart-one,1740684128,55074816
redis-cart-one,1740684188,54902784
redis-cart-one,1740684248,54988800
redis-cart-one,1740684308,55083008
redis-cart-one,1740684368,55083008
redis-cart-one,1740684428,54829056
redis-cart-one,1740684488,54824960
redis-cart-one,1740684548,54861824
redis-cart-one,1740684608,55173120
redis-cart-one,1740684668,54992896
redis-cart-one,1740684728,55250944
redis-cart-one,1740684788,54988800
redis-cart-one,1740684848,55001088
redis-cart-one,1740684908,55267328
redis-cart-one,1740684968,55017472
redis-cart-one,1740685028,55271424
redis-cart-one,1740685088,55017472
redis-cart-one,1740685148,55013376
redis-cart-one,1740685208,54923264
redis-cart-one,1740685268,54935552
redis-cart-one,1740685328,54931456
redis-cart-one,1740685388,54915072
redis-cart-one,1740685448,55005184
redis-cart-one,1740685508,54964224
redis-cart-one,1740685568,54972416
redis-cart-one,1740685628,54964224
shippingservice-one,1740681008,66433024
shippingservice-one,1740681068,66650112
shippingservice-one,1740681128,69918720
shippingservice-one,1740681188,69148672
shippingservice-one,1740681248,69525504
shippingservice-one,1740681308,69984256
shippingservice-one,1740681368,69324800
shippingservice-one,1740681428,69369856
shippingservice-one,1740681488,69275648
shippingservice-one,1740681548,69238784
shippingservice-one,1740681608,69304320
shippingservice-one,1740681668,69222400
shippingservice-one,1740681728,69140480
shippingservice-one,1740681788,69124096
shippingservice-one,1740681848,69816320
shippingservice-one,1740681908,70045696
shippingservice-one,1740681968,70107136
shippingservice-one,1740682028,69996544
shippingservice-one,1740682088,69144576
shippingservice-one,1740682148,69218304
shippingservice-one,1740682208,69701632
shippingservice-one,1740682268,69361664
shippingservice-one,1740682328,69337088
shippingservice-one,1740682388,69992448
shippingservice-one,1740682448,69980160
shippingservice-one,1740682508,69926912
shippingservice-one,1740682568,69373952
shippingservice-one,1740682628,70201344
shippingservice-one,1740682688,69799936
shippingservice-one,1740682748,69185536
shippingservice-one,1740682808,69455872
shippingservice-one,1740682868,69709824
shippingservice-one,1740682928,69517312
shippingservice-one,1740682988,69660672
shippingservice-one,1740683048,69505024
shippingservice-one,1740683108,69984256
shippingservice-one,1740683168,69869568
shippingservice-one,1740683228,69627904
shippingservice-one,1740683288,69726208
shippingservice-one,1740683348,69562368
shippingservice-one,1740683408,69529600
shippingservice-one,1740683468,69414912
shippingservice-one,1740683528,68812800
shippingservice-one,1740683588,69120000
shippingservice-one,1740683648,69332992
shippingservice-one,1740683708,69070848
shippingservice-one,1740683768,69492736
shippingservice-one,1740683828,69296128
shippingservice-one,1740683888,68984832
shippingservice-one,1740683948,69062656
shippingservice-one,1740684008,69283840
shippingservice-one,1740684068,69259264
shippingservice-one,1740684128,69128192
shippingservice-one,1740684188,69382144
shippingservice-one,1740684248,69279744
shippingservice-one,1740684308,69332992
shippingservice-one,1740684368,69373952
shippingservice-one,1740684428,69353472
shippingservice-one,1740684488,69767168
shippingservice-one,1740684548,69042176
shippingservice-one,1740684608,69156864
shippingservice-one,1740684668,69173248
shippingservice-one,1740684728,69005312
shippingservice-one,1740684788,69312512
shippingservice-one,1740684848,69210112
shippingservice-one,1740684908,68878336
shippingservice-one,1740684968,69382144
shippingservice-one,1740685028,69091328
shippingservice-one,1740685088,69320704
shippingservice-one,1740685148,69214208
shippingservice-one,1740685208,69287936
shippingservice-one,1740685268,69394432
shippingservice-one,1740685328,69103616
shippingservice-one,1740685388,69529600
shippingservice-one,1740685448,69210112
shippingservice-one,1740685508,69804032
shippingservice-one,1740685568,70754304
shippingservice-one,1740685628,71385088
